"Report Generated, 9th July 2025 - 19:40",,,,,,,,,,,,,,,,,,,,,,,,,,,
7403,BIKE RENTAL- ELECTRIC MOPED,"£ 5,759.91",£ 520.00,"£ 6,916.86","£ 1,366.75","£ 7,945.28","£ 2,396.25","£ 7,011.85","£ 4,885.07","£ 7,962.97","£ 4,813.70","£ 7,964.19","£ 5,370.96","£ 10,990.85","£ 7,724.22","£ 12,096.93","£ 6,791.91","£ 11,487.13","£ 6,046.87","£ 13,173.66","£ 8,137.08","£ 11,248.02","£ 7,414.50","£ 11,248.02","£ 8,391.33","£ 11,212.02","£ 5,759.91"
7407,Parking,£ 15.00,£ 60.82,£ 32.10,£ -47.90,£ 0.00,£ 0.00,£ 180.17,£ 120.00,£ 25.70,£ 98.77,£ 30.83,£ 59.34,£ 0.00,£ 61.06,£ 26.29,£ 132.46,£ 0.00,£ 6.67,£ 0.00,£ 12.50,£ 0.00,£ 32.10,£ 0.00,£ -32.00,£ 0.00,£ 15.00
7500,Printing,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 23.32,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7501,Postage and Carriage,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 31.90,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7502,Printing and Stationery,£ 11.66,£ 11.66,£ 54.97,£ 19.99,£ 11.66,£ 101.61,£ 218.31,£ 31.65,£ 154.95,£ 175.96,£ 311.58,£ 31.65,£ 124.10,£ 23.32,£ 146.60,£ 58.30,£ 118.26,£ 0.00,£ 83.31,£ 195.18,£ 240.79,£ 143.33,£ 86.65,£ 224.12,£ 106.61,£ 11.66
7504,Dominos - Computer Support,"£ 10,144.34","£ 6,622.69","£ 12,616.75","£ 6,733.44","£ 10,450.61","£ 11,497.77","£ 9,486.16","£ 9,762.42","£ 13,932.83","£ 18,878.02","£ 13,718.64","£ 19,909.80","£ 13,740.97","£ 10,024.98","£ 23,770.57","£ 12,855.50","£ 14,111.68","£ 9,831.09","£ 14,168.73","£ 10,409.61","£ 17,890.82","£ 12,800.83","£ 14,152.81","£ 10,164.22","£ 14,116.96","£ 10,144.34"
7550,Telephone and Fax,"£ 5,230.70","£ 5,419.92","£ 5,203.37","£ 5,254.11","£ 5,496.32","£ 5,059.93","£ 5,288.54","£ 7,048.87","£ 29,213.13","£ 4,946.95","£ 6,953.86","£ 5,847.17","£ 7,520.63","£ 4,833.45","£ 7,235.85","£ 29,721.61","£ 7,396.47","£ 4,743.29","£ 7,093.86","£ 6,277.15","£ 7,508.60","£ 5,455.90","£ 7,454.22","£ 5,601.25","£ 7,652.25","£ 5,230.70"
7551,Internet Charges,£ 0.00,£ 65.86,£ 0.00,£ 65.86,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 122,488.00",£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 167,019.00",£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7552,Computers & Software,£ 0.00,£ 413.83,£ 0.00,"£ 1,894.63",£ 0.00,£ 419.44,£ 0.00,£ 151.92,"£ 24,899.00",£ 0.00,£ 0.00,£ 832.50,£ 0.00,£ 163.32,£ 0.00,"£ 38,040.00",£ 0.00,£ 58.33,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7553,Music System,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 24.99,£ 0.00,£ 750.00,£ 0.00,£ 75.00,£ 0.00,£ 75.00,£ 0.00,£ 75.00,£ 825.00,£ 50.00,£ 0.00,£ 50.00,£ 0.00,£ 50.00,£ 0.00,£ 50.00,£ 0.00,£ 50.00,£ 0.00
7553,Software Subscriptions,£ 0.00,£ 306.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 838.77,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7594,Licence,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7595,DMS PELO-pre 1.3.23,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7595,DMS PLEO-pre 1.3.23,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7596,DMS - Management Payroll-pre 1.3.23,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 95,000.00",£ 0.00,"£ 100,000.00",£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7597,DMS - Area Managers Expenses-pre 1.3.23,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7598,DMS - Management Charges Payable-pre 1.3.23,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 45,833.33",£ 0.00,£ 0.00,"£ 6,408.54","£ 2,000.00","£ -6,408.54","£ -14,000.00",£ 0.00,"£ 93,083.33",£ 0.00,"£ -9,688.26",£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7599,Professional Fees,£ 0.00,"£ 4,557.33","£ 1,064.59","£ 5,398.00",£ 0.00,"£ 5,098.00","£ 1,240.50","£ 17,254.66","£ 66,466.30","£ 9,563.00","£ 8,828.40","£ 8,902.01","£ 16,095.84","£ 27,598.00","£ 10,187.00","£ 32,779.00","£ 20,401.00","£ 6,678.00","£ 11,737.00",£ 564.00,"£ 11,790.90",£ 109.63,"£ 16,046.50",£ 0.00,"£ 9,478.00",£ 0.00
7600,Legal Fees,£ 0.00,£ 0.00,£ 0.00,"£ 1,246.67",£ 0.00,"£ 1,230.00",£ 0.00,£ 424.00,"£ 8,500.00",£ 0.00,£ 0.00,£ 561.92,£ 0.00,£ 0.00,£ 0.00,"£ 14,639.00",£ 0.00,£ 250.00,£ 0.00,£ 15.00,£ 0.00,£ 0.00,"£ 11,245.25",£ 0.00,£ 0.00,£ 0.00
7602,Accountancy Fees,£ 0.00,£ 0.00,"£ 60,250.00",£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 115,563.00","£ 4,000.00",£ 0.00,"£ 14,000.00",£ 0.00,"£ 12,750.00",£ 0.00,"£ 99,694.00",£ 0.00,"£ 9,500.00",£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7603,Consultancy Fees,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 6,470.00",£ 0.00,£ 0.00,£ 0.00,£ -150.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7604,DMS1 - HO - Payroll Cost,"£ 16,969.82","£ 16,260.81","£ -10,139.24","£ 16,317.78","£ 11,391.80","£ 16,911.73","£ 8,809.58","£ 16,445.77","£ 13,858.32","£ 13,583.22","£ 19,069.41","£ 14,400.71","£ 19,274.21","£ 14,155.41","£ 19,337.92","£ 14,459.64","£ 32,154.74","£ 15,869.50","£ 37,092.11","£ 17,050.04","£ 40,780.17","£ 17,182.89","£ 40,097.30","£ 17,022.30","£ 48,659.84","£ 16,969.82"
7605,DMS1 - HO Fixed Cost,"£ 21,192.49","£ 5,204.14","£ 23,732.26","£ 9,818.82","£ 34,625.25","£ 26,904.09","£ 13,653.67","£ 8,629.10","£ 22,186.27","£ 31,333.45","£ 41,272.78","£ 10,379.71","£ 70,364.69","£ 9,352.41","£ 47,265.23","£ 16,519.19","£ 42,613.68","£ 15,502.37","£ 34,756.38","£ 15,386.27","£ 22,099.93","£ 25,165.93","£ 36,274.49","£ 30,089.88","£ 37,030.77","£ 21,192.49"
7606,DMS1 - HO Variable Cost,"£ 4,655.27","£ 4,233.94","£ 7,151.63","£ 2,968.37","£ 5,869.29","£ 7,837.68","£ 16,383.50","£ 12,029.41","£ -6,677.27","£ 5,020.74","£ 10,639.51","£ 4,160.97","£ 1,549.51","£ 5,293.83",£ 408.19,"£ 11,801.63","£ 19,892.24",£ 12.25,"£ 3,802.96","£ 7,734.50","£ 4,615.48","£ 3,881.57",£ 769.70,"£ 3,741.08","£ 3,384.33","£ 4,655.27"
7607,DMS1 - Area Managers Expenses,"£ 42,350.71","£ 11,618.27","£ -6,346.35","£ 5,653.83","£ 45,924.78","£ 8,053.69","£ 109,006.44","£ 11,021.56","£ 24,002.79","£ 16,780.04","£ 3,362.04","£ 79,060.64","£ 2,782.60","£ 13,588.75","£ 9,087.65","£ 16,692.49","£ 16,313.45","£ 20,190.23","£ 21,215.35","£ 6,956.69","£ 7,852.24","£ 22,079.60","£ 7,551.02","£ 3,752.78","£ 13,264.50","£ 42,350.71"
7610,DMS1 - Area Manager - Payroll Cost,"£ 40,993.54","£ 48,980.32","£ 46,671.26","£ 25,798.38","£ 32,084.05","£ 50,004.00","£ 48,931.39","£ 25,211.14","£ 33,648.58","£ 23,647.39","£ 41,397.22","£ 28,860.75","£ 44,650.42","£ 27,857.21","£ 61,906.61","£ 28,863.81","£ 32,751.64","£ 100,741.00","£ 31,085.56","£ 37,728.66","£ 32,643.89","£ 41,490.60","£ 19,939.07","£ 42,467.05","£ 33,700.62","£ 40,993.54"
7611,DMS1 - Area Manager - Fuel Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 4,278.23",£ 0.00,"£ 3,911.26",£ 0.00,"£ 1,288.58",£ 0.00,£ 948.01,£ 0.00,£ 722.95,£ 0.00,£ 657.34,£ 0.00,£ 388.03,£ 0.00,£ 537.48,£ 0.00,£ 606.55,£ 0.00
7612,DMS1 - Area Manager - Car Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 1,206.43",£ 0.00,"£ 1,352.96",£ 0.00,£ 780.04,£ 0.00,£ 715.05,£ 0.00,"£ 2,305.19",£ 0.00,£ 715.05,£ 0.00,£ 715.05,£ 0.00,£ 715.05,£ 0.00,£ 0.00,£ 0.00
7613,DMS1 - Regional Manager - Payroll Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 15,286.44",£ 0.00,"£ 15,613.72",£ 0.00,"£ 17,814.22",£ 0.00,"£ 16,439.50",£ 0.00,"£ 26,350.76",£ 0.00,"£ 50,924.63",£ 0.00,"£ 24,252.33",£ 0.00,"£ 54,359.61",£ 0.00,"£ 17,823.82",£ 0.00
7615,DMS1 - Regional Manager - Car Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 858.03,£ 0.00
7620,DMS1 - Pleo - Other,"£ 20,881.43","£ 13,369.38","£ 14,025.05","£ 11,451.72","£ 18,870.65","£ 12,566.12","£ 16,307.26","£ 11,510.16",£ 0.00,"£ 10,208.75",£ 0.00,"£ 9,790.49",£ 0.00,"£ 11,476.80",£ 0.00,"£ 10,270.35",£ 0.00,"£ 10,729.06",£ 0.00,"£ 14,322.64",£ 0.00,"£ 64,511.86",£ 0.00,"£ 11,657.65",£ 0.00,"£ 20,881.43"
7621,DMS1 - Pleo - Recruitment Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 7,705.20",£ 0.00,"£ 3,506.01",£ 0.00,"£ 2,047.47",£ 0.00,"£ 1,785.30",£ 0.00,"£ 1,065.61",£ 0.00,"£ 1,642.80",£ 0.00
7622,DMS1 - Pleo - Travel,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ -182.80,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7624,DMS1 - Pleo - Home Office Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 3,754.40",£ 0.00,£ 0.00,£ 0.00,£ 19.95,£ 0.00,£ 0.00,£ 0.00,"£ -2,739.12",£ 0.00,"£ -1,826.08",£ 0.00
7625,DMS1 -Pleo - Hotel,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 1,411.92",£ 0.00,£ 715.56,£ 0.00,"£ 1,241.21",£ 0.00,£ 864.02,£ 0.00,£ 646.29,£ 0.00,£ 644.14,£ 0.00,£ 612.07,£ 0.00
7626,DMS1 - Pleo - Petrol/ Diesel,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 2,955.31",£ 0.00,"£ 2,885.47",£ 0.00,"£ 2,797.75",£ 0.00,"£ 2,152.87",£ 0.00,"£ 2,866.01",£ 0.00,"£ 2,687.32",£ 0.00,"£ 2,583.09",£ 0.00
7627,DMS1 -Pleo - EV Charging,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 887.04,£ 0.00,£ 603.52,£ 0.00,£ 946.56,£ 0.00,£ 449.99,£ 0.00,£ 216.95,£ 0.00,£ 463.39,£ 0.00,£ 533.13,£ 0.00
7628,DMS1 - Pleo - Parking,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 262.97,£ 0.00,£ 210.89,£ 0.00,£ 267.92,£ 0.00,£ 237.62,£ 0.00,£ 331.27,£ 0.00,£ 515.72,£ 0.00,£ 446.57,£ 0.00
7629,DMS1 - Pleo - Subsistence - Food/Drink,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 470.19,£ 0.00,£ 453.38,£ 0.00,£ 128.01,£ 0.00,£ 104.83,£ 0.00,£ 55.33,£ 0.00,£ 74.93,£ 0.00,£ 177.53,£ 0.00
7630,DMS1 - Pleo - Staff Meeting Cost,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 365.51,£ 0.00,£ 294.85,£ 0.00,£ 68.92,£ 0.00,"£ 1,685.02",£ 0.00,£ 236.80,£ 0.00,"£ 1,463.67",£ 0.00,£ 0.00,£ 0.00
7631,DMS1 - Pleo - Gift,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 241.20,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 180.22,£ 0.00
7632,DMS1 - Pleo - Donations,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 9.12,£ 0.00,£ 0.00,£ 0.00,£ 200.00,£ 0.00,£ 250.00,£ 0.00
7633,DMS1 - Pleo - Telephone & Internet,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 75.00,£ 0.00,£ 62.50,£ 0.00,£ 62.50,£ 0.00,£ 62.50,£ 0.00,£ 62.50,£ 0.00,£ 62.50,£ 0.00,£ 62.50,£ 0.00
7634,DMS1 - Pleo - Advertising & Marketing,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 2,305.78",£ 0.00,£ -273.54,£ 0.00,£ 316.44,£ 0.00,£ 49.91,£ 0.00,£ 7.28,£ 0.00,£ -207.90,£ 0.00,£ -27.91,£ 0.00
7635,DMS1 - Pleo - Uniform/ Clothing,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 20.33,£ 0.00,£ 23.94,£ 0.00,£ 0.00,£ 0.00
7635,DMS1 -DMS1 - Pleo - Uniform/ Clothing,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 2.16,£ 0.00,£ 2.52,£ 0.00,£ 0.00,£ 0.00
7636,DMS1 - Pleo - Equipment Purchase,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 1,119.58",£ 0.00,£ 876.76,£ 0.00,"£ 2,599.05",£ 0.00,£ 601.26,£ 0.00,£ 588.63,£ 0.00,£ 721.82,£ 0.00,£ 755.88,£ 0.00
7638,DMS1 - Pleo - Car Repairs & Services,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 57.00,£ 0.00,£ 548.19,£ 0.00,£ 391.09,£ 0.00,"£ 1,160.00",£ 0.00,£ 857.91,£ 0.00,£ 920.45,£ 0.00,£ 786.46,£ 0.00
7639,DMS1 - Pleo - Road Tax,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 16.62,£ 0.00,£ 16.62,£ 0.00,£ 16.62,£ 0.00,£ 44.12,£ 0.00,£ 16.62,£ 0.00,£ 229.12,£ 0.00,£ 612.98,£ 0.00,£ 28.50,£ 0.00
7640,DMS1 - Pleo - Postage,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 2.74,£ 0.00,£ 0.00,£ 0.00,£ 42.41,£ 0.00,£ 0.00,£ 0.00,£ 40.35,£ 0.00,£ 13.81,£ 0.00,£ 24.29,£ 0.00
7641,DMS1 - Pleo - Stationery,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 17.00,£ 0.00,£ 82.36,£ 0.00,£ 144.10,£ 0.00,£ 11.91,£ 0.00,£ 14.47,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7642,DMS1 - Pleo - Office,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 87.61,£ 0.00,£ 156.51,£ 0.00,£ 145.02,£ 0.00,£ 197.06,£ 0.00,£ 87.53,£ 0.00,£ 382.20,£ 0.00,£ 174.72,£ 0.00
7643,DMS1 - Pleo - IT Softwares/ Subscriptions,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,"£ 4,352.12",£ 0.00,"£ 1,320.49",£ 0.00,£ 607.02,£ 0.00,£ 912.72,£ 0.00,£ 853.46,£ 0.00,£ 924.84,£ 0.00,£ 967.57,£ 0.00
7644,DMS1 - Pleo - Stock (Food/Drink),£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 4.49,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7647,DMS1 - Pleo - License Fee,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 190.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 767.25,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00
7648,DMS1 - Pleo - Train/Tube/Taxi/Flight/Tolls,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 71.19,£ 0.00,£ 579.06,£ 0.00,£ 448.01,£ 0.00,£ 483.97,£ 0.00,£ 115.12,£ 0.00,£ 655.22,£ 0.00,£ 145.83,£ 0.00
7649,DMS1 - Pleo - Parking Fines & Penalties,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 424.46,£ 0.00,£ 65.00,£ 0.00,£ 332.72,£ 0.00,£ 77.09,£ 0.00,£ 395.00,£ 0.00,£ 280.00,£ 0.00,£ 370.00,£ 0.00
7650,DMS1 - Pleo - Repairs & Maintenance,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 0.00,£ 938.35,£ 0.00,"£ 1,087.02",£ 0.00,"£ 1,177.00",£ 0.00,£ 248.02,£ 0.00,£ 380.38,£ 0.00,£ 514.62,£ 0.00,£ 290.82,£ 0.00
